CD4_naive	CD8_naive	Tc	Tex	Tr1	nTreg	iTreg	Th1	Th2	Th17	Tfh	Tcm	Tem	NKT	MAIT	DC	B_cell	Monocyte	Macrophage	NK	Neutrophil	Tgd	CD4_T	CD8_T	InfiltrationScore
TCGA.G9.7509.01A.11R.A41O.07	0.002	0.033	0.223	0.074	0.062	0.099	0.14	0.095	0.296	0.157	0.231	0.043	0.046	0.146	0.138	0.051	0.062	0.076	0.044	0.248	0.142	0.083	0.135	0.118	0.526
TCGA.G9.7510.01A.11R.2263.07	0	0.014	0.233	0.095	0.121	0.058	0.13	0.122	0.287	0.155	0.265	0.07	0.016	0.145	0.219	0.128	0.049	0.099	0.209	0.247	0.112	0.036	0.15	0.127	0.674
TCGA.G9.7519.01A.11R.2263.07	0	0.027	0.254	0.063	0.13	0.087	0.134	0.086	0.313	0.137	0.159	0.011	0.03	0.152	0.198	0.132	0.03	0.098	0.174	0.277	0.118	0.028	0.087	0.148	0.639
TCGA.G9.7521.01A.11R.2263.07	0	0	0.295	0.063	0.114	0.102	0.318	0.184	0.294	0.103	0.338	0.126	0	0.074	0.268	0.113	0.065	0.04	0.188	0.311	0.048	0.068	0.166	0.207	0.683
TCGA.G9.7522.01A.11R.2263.07	0	0	0.248	0.09	0.079	0.092	0.151	0.104	0.278	0.163	0.279	0.065	0.032	0.142	0.21	0.135	0.038	0.087	0.143	0.29	0.113	0.059	0.133	0.173	0.668
TCGA.G9.7523.01A.11R.2263.07	0	0.015	0.254	0.025	0.133	0.07	0.23	0.091	0.279	0.099	0.333	0.121	0	0.237	0.265	0.167	0.038	0.11	0.17	0.284	0.045	0.028	0.193	0.188	0.718
TCGA.G9.7525.01A.31R.2263.07	0	0.032	0.194	0.085	0.074	0.112	0.092	0.09	0.344	0.157	0.051	0	0.001	0.165	0.192	0.193	0.046	0.18	0.207	0.254	0.16	0.022	0.084	0.129	0.753
TCGA.G9.A9S0.01A.11R.A41O.07	0	0.011	0.257	0.05	0.116	0.081	0.172	0.186	0.29	0.144	0.291	0.065	0.046	0.097	0.195	0.145	0.093	0.082	0.152	0.306	0.095	0.041	0.148	0.211	0.74
TCGA.G9.A9S4.01A.11R.A41O.07	0	0.06	0.161	0.068	0.03	0.11	0.121	0.076	0.335	0.121	0.187	0	0.053	0.012	0.172	0.083	0.062	0.099	0.125	0.238	0.157	0.114	0.134	0.115	0.608
TCGA.G9.A9S7.01A.11R.A41O.07	0.02	0.018	0.235	0.073	0.088	0.101	0.115	0.151	0.307	0.155	0.297	0.024	0.076	0.076	0.153	0.097	0.066	0.099	0.057	0.263	0.103	0.096	0.178	0.19	0.632
TCGA.H9.7775.01A.11R.2118.07	0.016	0.06	0.244	0.009	0.177	0.07	0.072	0.033	0.34	0.178	0.036	0.017	0.02	0.086	0.195	0.136	0.055	0.14	0.186	0.239	0.203	0.014	0.086	0.148	0.717
TCGA.H9.A6BX.01A.31R.A311.07	0.029	0.018	0.276	0.091	0.087	0.085	0.174	0.139	0.309	0.085	0.205	0.061	0.032	0.158	0.218	0.128	0.075	0.13	0.166	0.368	0.07	0.046	0.195	0.164	0.779
TCGA.H9.A6BY.01A.11R.A30B.07	0	0.07	0.178	0.017	0.069	0.034	0.024	0.092	0.371	0.145	0.097	0	0.033	0.09	0.191	0.088	0.096	0.125	0.082	0.282	0.158	0.092	0.054	0.192	0.647
TCGA.HC.7075.01A.11R.1965.07	0.022	0.015	0.195	0.032	0.166	0.08	0.165	0.144	0.258	0.168	0.331	0.176	0.021	0.056	0.114	0.054	0.132	0.075	0.072	0.142	0.12	0.029	0.166	0.204	0.58
TCGA.HC.7077.01A.11R.1965.07	0.001	0.029	0.2	0.093	0.055	0.112	0.107	0.12	0.181	0.182	0.134	0.077	0.015	0.038	0.105	0.137	0.071	0.141	0.136	0.153	0.166	0.038	0.045	0.148	0.599
TCGA.HC.7078.01A.11R.2118.07	0	0	0.255	0.081	0.117	0.08	0.156	0.092	0.248	0.16	0.307	0.087	0.029	0.099	0.227	0.15	0.05	0.083	0.201	0.255	0.118	0.061	0.167	0.145	0.703
TCGA.HC.7079.01A.11R.1965.07	0	0	0.338	0.13	0.219	0.089	0.284	0.224	0.206	0.011	0.432	0.139	0	0.115	0.224	0.142	0.201	0.05	0.204	0.381	0.003	0.052	0.201	0.198	0.828
TCGA.HC.7080.01A.11R.1965.07	0	0	0.229	0.033	0.142	0.143	0.193	0.118	0.149	0.19	0.131	0	0.044	0.035	0.216	0.1	0.06	0.167	0.171	0.148	0.163	0.079	0.096	0.096	0.602
TCGA.HC.7081.01A.11R.1965.07	0	0	0.267	0.067	0.148	0.102	0.233	0.109	0.303	0.132	0.19	0.097	0.008	0.146	0.206	0.22	0.072	0.151	0.282	0.319	0.105	0.03	0.139	0.107	0.839
TCGA.HC.7209.01A.11R.2118.07	0.034	0.011	0.239	0.09	0.079	0.084	0.138	0.137	0.216	0.142	0.221	0.061	0.036	0.084	0.164	0.14	0.042	0.115	0.164	0.241	0.136	0.083	0.12	0.151	0.666
TCGA.HC.7210.01A.11R.2118.07	0	0	0.251	0.122	0.134	0.123	0.19	0.097	0.276	0.126	0.331	0.106	0.023	0.101	0.198	0.136	0.079	0.103	0.243	0.293	0.112	0.021	0.158	0.11	0.741
TCGA.HC.7211.01A.11R.2118.07	0.01	0	0.199	0.129	0.114	0.103	0.17	0.102	0.131	0.156	0.229	0.072	0.008	0.084	0.222	0.116	0.02	0.132	0.245	0.162	0.163	0.052	0.121	0.098	0.635
TCGA.HC.7211.11A.01R.2118.07	0.057	0.024	0.108	0.052	0	0.113	0.04	0	0.112	0.178	0.007	0	0	0.152	0.267	0.032	0.1	0.099	0.1	0.278	0.169	0.061	0.112	0.081	0.583
TCGA.HC.7212.01A.11R.2118.07	0.011	0	0.222	0.026	0.125	0.113	0.128	0.102	0.231	0.162	0.144	0.082	0.024	0.079	0.24	0.136	0.05	0.147	0.188	0.178	0.178	0.021	0.133	0.121	0.68
TCGA.HC.7213.01A.11R.2118.07	0	0.048	0.19	0.079	0.133	0.141	0.23	0.071	0.272	0.109	0.229	0.029	0.058	0.097	0.156	0.176	0.07	0.142	0.236	0.268	0.13	0.048	0.149	0.087	0.755
TCGA.HC.7230.01A.11R.2118.07	0.01	0.036	0.149	0.028	0	0.119	0.107	0.059	0.253	0.199	0.098	0.08	0	0.076	0.186	0.155	0.065	0.115	0.116	0.105	0.197	0.054	0.05	0.139	0.566
TCGA.HC.7231.01A.11R.2118.07	0.008	0	0.23	0.06	0.138	0.101	0.201	0.12	0.189	0.16	0.27	0.12	0.044	0.084	0.254	0.159	0.081	0.077	0.114	0.187	0.135	0.059	0.181	0.191	0.676
TCGA.HC.7232.01A.11R.2118.07	0	0	0.205	0	0.004	0.146	0.193	0.113	0.336	0.204	0.066	0.031	0.043	0.121	0.245	0.151	0.06	0.11	0.188	0.273	0.181	0.068	0.039	0.129	0.68
TCGA.HC.7233.01A.11R.2118.07	0	0.003	0.298	0.101	0.134	0.102	0.236	0.159	0.274	0.117	0.317	0.136	0	0.1	0.153	0.139	0.054	0.091	0.237	0.322	0.082	0.074	0.141	0.169	0.742
TCGA.HC.7736.01A.11R.2118.07	0	0	0.222	0.075	0.138	0.097	0.264	0.097	0.273	0.156	0.315	0.094	0	0.125	0.19	0.131	0.064	0.079	0.183	0.293	0.131	0.058	0.161	0.118	0.698
TCGA.HC.7737.01A.11R.2118.07	0	0	0.302	0.068	0.159	0.094	0.176	0.119	0.267	0.142	0.403	0.158	0	0.133	0.143	0.124	0.056	0.071	0.18	0.299	0.079	0.059	0.181	0.143	0.68
TCGA.HC.7737.11A.02R.2118.07	0.039	0.022	0.173	0.069	0	0.065	0.028	0.018	0.275	0.187	0.078	0	0	0.161	0.279	0.039	0.092	0.112	0.074	0.318	0.154	0.063	0.1	0.097	0.593
TCGA.HC.7738.01A.11R.2118.07	0.033	0.043	0.197	0.113	0.08	0.082	0.123	0.1	0.264	0.157	0.104	0.065	0.037	0.103	0.154	0.162	0.062	0.115	0.18	0.179	0.124	0.017	0.145	0.134	0.662
TCGA.HC.7738.11A.01R.2118.07	0.03	0.023	0.156	0.062	0	0.012	0	0.001	0.279	0.175	0.152	0.037	0	0.17	0.298	0.009	0.101	0.101	0.062	0.284	0.14	0.066	0.135	0.107	0.564
TCGA.HC.7740.01A.11R.2118.07	0.004	0	0.267	0.083	0.118	0.11	0.142	0.085	0.291	0.136	0.296	0.075	0.012	0.144	0.181	0.088	0.064	0.07	0.155	0.328	0.114	0.067	0.137	0.153	0.667
TCGA.HC.7740.11A.01R.2118.07	0.053	0.023	0.179	0.07	0	0.012	0	0	0.211	0.16	0	0	0	0.2	0.25	0.052	0.109	0.079	0.095	0.286	0.138	0.104	0.121	0.104	0.591
TCGA.HC.7742.01A.11R.2118.07	0.001	0.036	0.229	0.084	0.044	0.088	0.125	0.054	0.315	0.162	0.108	0.018	0.009	0.188	0.198	0.108	0.063	0.12	0.155	0.272	0.128	0.055	0.087	0.115	0.63
TCGA.HC.7742.11A.01R.2118.07	0.02	0.034	0.273	0.071	0.102	0	0	0.066	0.288	0.167	0.109	0.029	0	0.175	0.205	0.098	0.072	0.1	0.106	0.22	0.148	0.08	0.083	0.154	0.589
TCGA.HC.7744.01A.11R.2118.07	0.015	0.047	0.167	0.089	0	0.13	0.143	0.08	0.275	0.151	0.041	0.003	0.003	0.105	0.138	0.208	0.084	0.133	0.153	0.214	0.189	0.051	0	0.113	0.657
TCGA.HC.7745.01A.11R.2118.07	0	0.015	0.269	0.106	0.111	0.074	0.205	0.137	0.272	0.121	0.367	0.108	0.019	0.14	0.18	0.122	0.061	0.059	0.16	0.343	0.069	0.074	0.192	0.157	0.698
TCGA.HC.7745.11A.01R.2118.07	0.019	0.021	0.236	0.052	0.003	0.026	0.04	0.049	0.236	0.158	0.171	0.054	0	0.152	0.303	0.006	0.094	0.103	0.091	0.354	0.116	0.107	0.15	0.119	0.621
TCGA.HC.7747.01A.11R.2118.07	0.015	0.004	0.251	0.119	0.124	0.104	0.175	0.149	0.3	0.146	0.3	0.083	0.048	0.075	0.119	0.136	0.105	0.044	0.192	0.304	0.095	0.091	0.164	0.174	0.729
TCGA.HC.7747.11A.01R.2118.07	0.063	0.052	0.143	0.059	0.014	0.089	0.044	0	0.138	0.183	0	0.007	0	0.143	0.265	0.021	0.123	0.099	0.113	0.29	0.175	0.062	0.097	0.071	0.594
TCGA.HC.7748.01A.11R.2118.07	0.002	0	0.248	0.098	0.099	0.106	0.211	0.187	0.268	0.125	0.302	0.107	0.044	0.118	0.148	0.119	0.056	0.106	0.192	0.261	0.115	0.049	0.159	0.127	0.682
TCGA.HC.7749.01A.11R.2118.07	0	0.006	0.246	0.058	0.118	0.107	0.207	0.141	0.286	0.134	0.189	0.046	0.059	0.078	0.244	0.18	0.059	0.102	0.225	0.275	0.112	0.044	0.118	0.148	0.733
TCGA.HC.7750.01A.11R.2118.07	0.011	0.042	0.221	0.081	0.067	0.112	0.213	0.069	0.318	0.159	0.092	0.019	0.031	0.145	0.18	0.09	0.07	0.083	0.112	0.336	0.128	0.025	0.118	0.143	0.648
TCGA.HC.7752.01A.11R.2118.07	0	0.025	0.236	0.074	0.131	0.07	0.11	0.053	0.325	0.157	0.119	0	0.044	0.15	0.188	0.121	0.044	0.144	0.156	0.249	0.155	0.077	0.145	0.16	0.705
TCGA.HC.7752.11A.01R.2118.07	0	0.02	0.285	0.086	0.109	0.079	0.143	0.122	0.313	0.105	0.274	0.061	0.021	0.174	0.224	0.063	0.083	0.117	0.12	0.362	0.065	0.078	0.174	0.197	0.709
TCGA.HC.7817.01B.11R.A29R.07	0	0.008	0.243	0.108	0.115	0.091	0.133	0.102	0.301	0.107	0.304	0.085	0.025	0.176	0.226	0.16	0.074	0.135	0.219	0.317	0.074	0.055	0.153	0.146	0.767
TCGA.HC.7818.01A.11R.2118.07	0	0	0.228	0.096	0.091	0.083	0.137	0.109	0.168	0.16	0.162	0.046	0.028	0.194	0.181	0.098	0.044	0.157	0.235	0.281	0.164	0.054	0.112	0.096	0.713
TCGA.HC.7819.01A.11R.2118.07	0.02	0.031	0.211	0.063	0.086	0.104	0.142	0.1	0.165	0.167	0.159	0.031	0.03	0.073	0.166	0.106	0.054	0.109	0.121	0.169	0.177	0.057	0.103	0.143	0.59
TCGA.HC.7819.11A.01R.2118.07	0.014	0.028	0.225	0.084	0.044	0.097	0.146	0.094	0.297	0.182	0.136	0.031	0.028	0.126	0.17	0.075	0.062	0.109	0.098	0.297	0.128	0.061	0.103	0.141	0.609
TCGA.HC.7820.01A.11R.2118.07	0.014	0.014	0.279	0.057	0.117	0.109	0.163	0.116	0.292	0.166	0.183	0.032	0.048	0.064	0.172	0.056	0.052	0.074	0.061	0.283	0.133	0.085	0.14	0.172	0.584
TCGA.HC.7821.01A.12R.2118.07	0	0.018	0.233	0.043	0.136	0.142	0.252	0.152	0.294	0.13	0.24	0.1	0.053	0.024	0.167	0.137	0.108	0.133	0.251	0.274	0.113	0.039	0.162	0.133	0.788
TCGA.HC.8213.01A.11R.A29R.07	0.01	0.039	0.205	0.124	0.016	0.129	0.091	0.075	0.149	0.203	0	0.037	0	0.048	0.185	0.155	0.04	0.119	0.118	0.186	0.179	0.035	0.019	0.142	0.576
TCGA.HC.8216.01A.11R.A29R.07	0	0	0.263	0.104	0.104	0.101	0.162	0.192	0.275	0.131	0.29	0.092	0.061	0.073	0.204	0.167	0.044	0.108	0.238	0.267	0.085	0.08	0.14	0.163	0.728
TCGA.HC.8256.01A.11R.2263.07	0.027	0.047	0.248	0.025	0.132	0.105	0.153	0.131	0.217	0.168	0.26	0.124	0.068	0.061	0.133	0.086	0.066	0.075	0.113	0.214	0.122	0.061	0.14	0.198	0.609
TCGA.HC.8257.01A.11R.2263.07	0.026	0.028	0.27	0.06	0.12	0.118	0.231	0.151	0.287	0.154	0.202	0.074	0.042	0.074	0.142	0.11	0.051	0.084	0.149	0.292	0.109	0.082	0.156	0.173	0.675
TCGA.HC.8258.01A.11R.2263.07	0.009	0.021	0.23	0.097	0.054	0.095	0.182	0.119	0.275	0.123	0.322	0.069	0.049	0.104	0.206	0.087	0.057	0.057	0.103	0.362	0.111	0.06	0.166	0.1	0.626
TCGA.HC.8258.11A.01R.2263.07	0.036	0	0.135	0.092	0	0.141	0.116	0.117	0.129	0.152	0.222	0.067	0	0.113	0.34	0	0.118	0.061	0.058	0.352	0.12	0.061	0.113	0.037	0.516
TCGA.HC.8259.01A.11R.2263.07	0.009	0.041	0.179	0.091	0.074	0.153	0.157	0.073	0.214	0.162	0.061	0.022	0.029	0.094	0.13	0.125	0.064	0.099	0.113	0.182	0.145	0.042	0.118	0.158	0.603
TCGA.HC.8259.11A.01R.2263.07	0	0.011	0.259	0.108	0.057	0.117	0.123	0.11	0.325	0.151	0.16	0.019	0.066	0.164	0.219	0.06	0.063	0.093	0.086	0.314	0.099	0.053	0.121	0.172	0.606
TCGA.HC.8260.01A.11R.2263.07	0.023	0.003	0.221	0.098	0.025	0.08	0.144	0.095	0.314	0.153	0.239	0.066	0.039	0.133	0.2	0.084	0.055	0.1	0.09	0.273	0.113	0.079	0.188	0.137	0.624
TCGA.HC.8260.11A.01R.2263.07	0.024	0.041	0.174	0.093	0	0.018	0.032	0.061	0.298	0.178	0.135	0.054	0	0.156	0.201	0.018	0.08	0.087	0.013	0.243	0.144	0.076	0.115	0.146	0.508
TCGA.HC.8261.01A.11R.2263.07	0.013	0.01	0.3	0.091	0.127	0.097	0.164	0.118	0.295	0.139	0.165	0.051	0.045	0.102	0.134	0.165	0.066	0.084	0.237	0.295	0.107	0.075	0.136	0.14	0.739
TCGA.HC.8262.01A.11R.2263.07	0.004	0.068	0.224	0.064	0.025	0.147	0.215	0.109	0.297	0.166	0.151	0.027	0.058	0.069	0.2	0.099	0.046	0.106	0.088	0.302	0.139	0.045	0.1	0.144	0.615
TCGA.HC.8262.11A.01R.2263.07	0.022	0.023	0.267	0.134	0	0.095	0.127	0.188	0.254	0.115	0.274	0.043	0.014	0.164	0.146	0.052	0.023	0.095	0.11	0.413	0.114	0.096	0.129	0.127	0.639
TCGA.HC.8264.01B.11R.2403.07	0.004	0.026	0.196	0.017	0.077	0.085	0.168	0.107	0.327	0.15	0.177	0.075	0.02	0.166	0.218	0.088	0.077	0.138	0.233	0.271	0.123	0.029	0.12	0.125	0.705
TCGA.HC.8265.01A.11R.2263.07	0	0.022	0.256	0.087	0.078	0.092	0.213	0.139	0.309	0.151	0.251	0.042	0.016	0.151	0.127	0.115	0.059	0.108	0.169	0.336	0.104	0.068	0.151	0.153	0.717
TCGA.HC.8266.01A.11R.2263.07	0	0.01	0.338	0.1	0.15	0.087	0.258	0.211	0.242	0.063	0.374	0.158	0.008	0.094	0.178	0.119	0.086	0.012	0.185	0.384	0.027	0.076	0.194	0.223	0.739
TCGA.HC.A48F.01A.11R.A250.07	0.019	0.021	0.136	0.06	0.167	0.09	0.139	0	0.195	0.16	0	0	0	0.059	0.163	0.151	0.069	0.149	0.19	0.189	0.193	0.079	0.079	0.076	0.658
TCGA.HC.A4ZV.01A.11R.A26U.07	0	0	0.279	0.009	0.132	0.087	0.242	0.148	0.275	0.08	0.389	0.174	0	0.105	0.175	0.13	0.155	0.122	0.219	0.233	0.064	0.068	0.181	0.201	0.784
TCGA.HC.A631.01A.11R.A29R.07	0	0.026	0.196	0.034	0.007	0.139	0.143	0.138	0.26	0.157	0.151	0.015	0.063	0.117	0.172	0.1	0.066	0.142	0.144	0.218	0.17	0.087	0.079	0.099	0.611
TCGA.HC.A632.01A.11R.A29R.07	0	0	0.259	0.027	0.147	0.087	0.144	0.168	0.307	0.114	0.335	0.15	0.037	0.088	0.211	0.125	0.195	0.073	0.163	0.331	0.076	0.064	0.217	0.205	0.831
TCGA.HC.A6AL.01A.11R.A30B.07	0	0.035	0.235	0.078	0.11	0.064	0.111	0.147	0.299	0.116	0.299	0.023	0.053	0.166	0.219	0.193	0.089	0.072	0.223	0.334	0.094	0.034	0.125	0.163	0.776
TCGA.HC.A6AN.01A.11R.A30B.07	0	0.014	0.28	0.101	0.097	0.09	0.083	0.129	0.327	0.106	0.177	0	0.041	0.164	0.17	0.153	0.067	0.144	0.204	0.352	0.16	0.046	0.115	0.184	0.828
TCGA.HC.A6AO.01A.11R.A30B.07	0	0	0.25	0.143	0.074	0.042	0.073	0.155	0.316	0.146	0.2	0	0.034	0.123	0.168	0.156	0.025	0.18	0.312	0.35	0.156	0.077	0.076	0.171	0.858
TCGA.HC.A6AP.01A.11R.A30B.07	0	0.024	0.263	0.093	0.06	0.078	0.117	0.155	0.298	0.086	0.256	0	0.029	0.202	0.234	0.174	0.059	0.123	0.254	0.406	0.086	0.069	0.12	0.171	0.837
TCGA.HC.A6AQ.01A.11R.A30B.07	0	0.027	0.306	0.078	0.11	0.092	0.114	0.162	0.318	0.146	0.155	0	0.041	0.148	0.207	0.079	0.052	0.071	0.093	0.397	0.126	0.07	0.107	0.194	0.671
TCGA.HC.A6AS.01A.11R.A30B.07	0	0.03	0.294	0.112	0.137	0.052	0.089	0.164	0.298	0.106	0.32	0	0.03	0.151	0.228	0.152	0.039	0.096	0.284	0.386	0.073	0.069	0.145	0.172	0.809
TCGA.HC.A6HX.01A.11R.A31N.07	0	0.04	0.222	0.113	0.007	0.104	0.131	0.141	0.279	0.086	0.259	0	0.051	0.14	0.219	0.072	0.071	0.057	0.1	0.417	0.093	0.081	0.155	0.166	0.679
TCGA.HC.A6HY.01A.11R.A31N.07	0	0.037	0.237	0.078	0.002	0.046	0.026	0.175	0.321	0.162	0.211	0	0.061	0.125	0.178	0.042	0.072	0.094	0.068	0.308	0.143	0.094	0.105	0.204	0.623
TCGA.HC.A76W.01A.11R.A33R.07	0	0.037	0.227	0.056	0.146	0.025	0.1	0.066	0.315	0.132	0.21	0.021	0.014	0.19	0.188	0.158	0.057	0.113	0.221	0.252	0.13	0.078	0.136	0.133	0.721
TCGA.HC.A76X.01A.11R.A33R.07	0	0.055	0.148	0.053	0.025	0.048	0.039	0.117	0.277	0.17	0.159	0.029	0.01	0.117	0.164	0.085	0.058	0.133	0.117	0.219	0.184	0.068	0.099	0.137	0.62
TCGA.HC.A8CY.01A.11R.A36G.07	0	0	0.283	0.091	0.124	0.129	0.186	0.252	0.248	0.123	0.368	0.139	0.069	0.022	0.08	0.115	0.101	0.064	0.197	0.288	0.094	0.061	0.189	0.193	0.746
TCGA.HC.A8D0.01A.11R.A36G.07	0.015	0.031	0.256	0.036	0.121	0.101	0.162	0.117	0.303	0.116	0.287	0.077	0.014	0.152	0.249	0.133	0.091	0.098	0.151	0.296	0.077	0.06	0.196	0.172	0.729
TCGA.HC.A8D1.01A.11R.A36G.07	0	0	0.256	0.086	0.122	0.098	0.154	0.1	0.274	0.128	0.361	0.07	0.028	0.139	0.182	0.092	0.055	0.072	0.126	0.326	0.092	0.095	0.173	0.149	0.653
TCGA.HC.A9TE.01A.11R.A41O.07	0.015	0.018	0.278	0.05	0.134	0.093	0.268	0.162	0.286	0.064	0.35	0.108	0.025	0.086	0.246	0.129	0.118	0.089	0.15	0.351	0.037	0.054	0.213	0.197	0.771
TCGA.HC.A9TH.01A.11R.A41O.07	0	0.067	0.237	0.024	0.116	0.113	0.221	0.135	0.318	0.126	0.258	0.118	0.028	0.097	0.162	0.158	0.047	0.137	0.222	0.244	0.121	0.06	0.153	0.133	0.73
TCGA.HI.7168.01A.11R.2118.07	0.023	0.064	0.122	0.044	0.103	0.099	0.101	0	0.279	0.133	0.151	0.035	0	0.16	0.218	0.114	0.071	0.134	0.138	0.25	0.138	0.013	0.183	0.078	0.665
TCGA.HI.7169.01A.11R.2118.07	0	0.009	0.241	0.067	0.102	0.068	0.199	0.028	0.328	0.112	0.151	0	0.021	0.24	0.239	0.021	0.085	0.112	0.017	0.382	0.091	0.053	0.157	0.191	0.635
TCGA.HI.7170.01A.11R.2118.07	0	0.05	0.292	0.072	0.152	0.038	0.086	0.098	0.305	0.122	0.321	0.081	0	0.171	0.178	0.095	0.045	0.081	0.137	0.292	0.09	0.08	0.144	0.22	0.663
TCGA.HI.7171.01A.12R.2118.07	0	0	0.211	0	0.124	0.122	0.238	0.067	0.333	0.144	0.216	0.079	0.021	0.123	0.308	0.102	0.063	0.116	0.07	0.247	0.127	0.032	0.158	0.168	0.631
TCGA.J4.8198.01A.11R.2263.07	0	0.009	0.222	0.021	0.119	0.087	0.194	0.093	0.311	0.152	0.223	0.106	0.032	0.169	0.185	0.085	0.087	0.107	0.081	0.25	0.123	0.056	0.18	0.136	0.63
TCGA.J4.8200.01A.11R.A29R.07	0	0	0.216	0.058	0.092	0.072	0.184	0.086	0.3	0.139	0.178	0.075	0.023	0.169	0.229	0.149	0.041	0.109	0.193	0.231	0.126	0.023	0.1	0.109	0.636
TCGA.J4.A67K.01A.21R.A30B.07	0	0	0.284	0.083	0.101	0.073	0.22	0.173	0.294	0.101	0.345	0	0.032	0.121	0.177	0.079	0.084	0.084	0.166	0.319	0.087	0.104	0.146	0.222	0.713
TCGA.J4.A67L.01A.11R.A30B.07	0	0.016	0.266	0.093	0.095	0.09	0.14	0.155	0.314	0.117	0.282	0.001	0.059	0.131	0.177	0.185	0.068	0.051	0.175	0.356	0.089	0.093	0.135	0.217	0.767
TCGA.J4.A67M.01A.11R.A30B.07	0	0	0.303	0.079	0.107	0.099	0.125	0.132	0.304	0.104	0.327	0.032	0	0.18	0.249	0.123	0.066	0.083	0.196	0.411	0.086	0.09	0.176	0.205	0.808
TCGA.J4.A67N.01A.11R.A30B.07	0	0.007	0.259	0.108	0.135	0.056	0.104	0.134	0.308	0.126	0.254	0	0.073	0.147	0.184	0.21	0.036	0.096	0.232	0.345	0.118	0.066	0.095	0.185	0.792
TCGA.J4.A67O.01A.11R.A30B.07	0	0.054	0.277	0.165	0	0	0	0.091	0.317	0.117	0.226	0	0.02	0.184	0.189	0.091	0.081	0.075	0.1	0.393	0.119	0.034	0.122	0.177	0.696
TCGA.J4.A67Q.01A.21R.A30B.07	0	0.046	0.249	0.104	0.125	0.051	0.109	0.09	0.31	0.092	0.369	0.018	0.016	0.186	0.259	0.068	0.082	0.081	0.143	0.366	0.081	0.042	0.195	0.182	0.72
TCGA.J4.A67R.01A.21R.A30B.07	0	0.003	0.257	0.1	0.11	0.073	0.125	0.146	0.284	0.106	0.384	0.028	0.021	0.163	0.182	0.078	0.151	0.037	0.067	0.415	0.068	0.087	0.196	0.195	0.725
TCGA.J4.A67S.01A.11R.A30B.07	0	0	0.28	0.074	0.09	0.069	0.202	0.172	0.275	0.126	0.379	0	0.036	0.117	0.215	0.065	0.049	0.032	0.084	0.382	0.099	0.099	0.162	0.204	0.646
TCGA.J4.A67T.01A.11R.A311.07	0	0	0.22	0.089	0.079	0.076	0.133	0.117	0.252	0.169	0.205	0.03	0.034	0.16	0.148	0.098	0.018	0.12	0.184	0.253	0.162	0.085	0.129	0.134	0.659
TCGA.J4.A6G1.01A.11R.A311.07	0	0	0.31	0.104	0.172	0.075	0.193	0.148	0.29	0.055	0.401	0.164	0	0.1	0.177	0.087	0.259	0	0.068	0.384	0.01	0.075	0.231	0.218	0.756
TCGA.J4.A6G3.01A.11R.A311.07	0	0	0.296	0.095	0.129	0.086	0.189	0.161	0.29	0.086	0.437	0.127	0	0.056	0.261	0.136	0.059	0.044	0.176	0.353	0.058	0.071	0.2	0.164	0.715
TCGA.J4.A6M7.01A.11R.A31N.07	0	0.06	0.179	0.067	0.098	0.09	0.101	0.044	0.339	0.171	0.057	0.024	0.01	0.067	0.184	0.106	0.06	0.112	0.116	0.211	0.176	0.042	0.086	0.161	0.617
TCGA.J4.A83I.01A.11R.A36G.07	0.003	0.004	0.254	0.075	0.104	0.116	0.315	0.115	0.27	0.133	0.347	0.11	0.047	0.027	0.106	0.135	0.04	0.11	0.109	0.271	0.101	0.048	0.218	0.125	0.666
TCGA.J4.A83J.01A.11R.A36G.07	0	0	0.258	0.073	0.117	0.103	0.206	0.184	0.196	0.121	0.381	0.083	0.051	0.08	0.22	0.099	0.065	0.046	0.186	0.271	0.099	0.068	0.158	0.15	0.645
TCGA.J4.A83J.11A.11R.A36G.07	0	0	0.292	0.115	0.109	0.083	0.147	0.217	0.262	0.09	0.395	0.054	0.037	0.178	0.228	0.034	0.048	0.061	0.107	0.429	0.08	0.059	0.205	0.156	0.673
TCGA.J4.A83K.01A.11R.A352.07	0	0.038	0.202	0.058	0.123	0.08	0.176	0.088	0.272	0.17	0.149	0.023	0.037	0.179	0.175	0.084	0.048	0.102	0.121	0.283	0.123	0.032	0.148	0.12	0.618
TCGA.J4.A83L.01A.11R.A352.07	0	0.033	0.235	0.093	0.157	0.051	0.119	0.068	0.27	0.173	0.196	0.026	0.023	0.104	0.24	0.053	0.048	0.112	0.126	0.255	0.148	0.019	0.132	0.113	0.593
TCGA.J4.A83M.01A.11R.A352.07	0	0	0.297	0.027	0.135	0.124	0.176	0.144	0.264	0.149	0.33	0.071	0.041	0.106	0.118	0.109	0.048	0.101	0.129	0.345	0.114	0.088	0.171	0.17	0.713
TCGA.J4.A83N.01A.11R.A352.07	0	0.049	0.207	0.092	0.128	0.101	0.199	0.142	0.262	0.158	0.258	0.005	0.049	0.088	0.128	0.127	0.055	0.085	0.117	0.202	0.139	0.05	0.13	0.14	0.598
TCGA.J4.AATV.01A.11R.A41O.07	0	0.045	0.226	0.101	0.145	0.105	0.239	0.081	0.224	0.144	0.278	0	0.012	0.176	0.143	0.1	0.054	0.081	0.173	0.351	0.107	0.061	0.186	0.116	0.702
