CD4_naive	CD8_naive	Tc	Tex	Tr1	nTreg	iTreg	Th1	Th2	Th17	Tfh	Tcm	Tem	NKT	MAIT	DC	B_cell	Monocyte	Macrophage	NK	Neutrophil	Tgd	CD4_T	CD8_T	InfiltrationScore
TCGA.DD.AADC.01A.11R.A41C.07	0.012	0.133	0.138	0.029	0.243	0.102	0.151	0.174	0.428	0.206	0.098	0.039	0	0.006	0.291	0.193	0.092	0.152	0.176	0.189	0.156	0.033	0.124	0.178	0.665
TCGA.DD.AADD.01A.11R.A41C.07	0	0.052	0.123	0.082	0.231	0.142	0.255	0.217	0.253	0.233	0.181	0.003	0.027	0.012	0.174	0.218	0.101	0.16	0.199	0.109	0.213	0.035	0.033	0.233	0.668
TCGA.DD.AADF.01A.11R.A41C.07	0	0.105	0.144	0.1	0.244	0.119	0.138	0.317	0.405	0.172	0.17	0.017	0.033	0	0.209	0.101	0.138	0.145	0.155	0.271	0.154	0.063	0.043	0.255	0.665
TCGA.DD.AADG.01A.11R.A41C.07	0.016	0.123	0.153	0	0.17	0.046	0.092	0.149	0.289	0.267	0.098	0	0	0.02	0.216	0.096	0.063	0.156	0.123	0.135	0.249	0.061	0.069	0.19	0.57
TCGA.DD.AADI.01A.11R.A41C.07	0.019	0.067	0.213	0.018	0.195	0.035	0.098	0.24	0.4	0.16	0.399	0.074	0	0.086	0.292	0.195	0.122	0.12	0.189	0.347	0.1	0.032	0.177	0.274	0.803
TCGA.DD.AADJ.01A.11R.A41C.07	0	0	0.133	0.046	0.181	0.105	0.147	0.236	0.427	0.199	0.252	0.055	0	0.038	0.321	0.164	0.114	0.182	0.153	0.253	0.194	0.014	0.158	0.198	0.747
TCGA.DD.AADK.01A.11R.A41C.07	0.038	0.054	0.152	0.038	0.216	0.075	0.174	0.219	0.404	0.143	0.283	0.066	0	0.065	0.304	0.133	0.156	0.154	0.167	0.32	0.122	0.019	0.206	0.2	0.769
TCGA.DD.AADL.01A.11R.A41C.07	0.026	0.115	0.17	0	0.202	0.056	0.142	0.168	0.362	0.213	0.018	0	0	0.006	0.273	0.135	0.1	0.168	0.186	0.307	0.22	0.039	0.067	0.135	0.695
TCGA.DD.AADM.01A.11R.A41C.07	0	0.105	0.148	0.018	0.229	0.084	0.146	0.228	0.398	0.186	0.222	0	0.012	0.061	0.312	0.172	0.084	0.16	0.251	0.28	0.16	0	0.113	0.158	0.727
TCGA.DD.AADN.01A.11R.A41C.07	0	0.02	0.269	0.143	0.181	0.126	0.157	0.341	0.286	0.024	0.321	0.009	0.007	0.034	0.29	0.138	0.114	0.183	0.291	0.269	0.141	0.11	0.079	0.324	0.811
TCGA.DD.AADO.01A.11R.A41C.07	0	0.016	0.203	0.116	0.239	0.146	0.145	0.322	0.339	0.107	0.343	0.036	0.018	0.052	0.232	0.157	0.105	0.119	0.23	0.309	0.131	0.044	0.139	0.346	0.81
TCGA.DD.AADP.01A.11R.A39D.07	0.019	0.097	0.121	0	0.223	0.091	0.247	0.193	0.327	0.233	0.269	0.082	0	0.042	0.279	0.136	0.102	0.158	0.181	0.108	0.155	0.015	0.166	0.152	0.611
TCGA.DD.AADQ.01A.11R.A41C.07	0	0.093	0.218	0.045	0.202	0.132	0.122	0.301	0.293	0.221	0.221	0	0.055	0.028	0.314	0.116	0.058	0.155	0.191	0.244	0.183	0.026	0.074	0.226	0.657
TCGA.DD.AADR.01A.11R.A41C.07	0	0.064	0.188	0.022	0.19	0.06	0.143	0.257	0.437	0.184	0.284	0.079	0	0	0.281	0.192	0.086	0.109	0.196	0.259	0.151	0.053	0.139	0.211	0.708
TCGA.DD.AADS.01A.11R.A41C.07	0	0.062	0.262	0.035	0.215	0.084	0.165	0.215	0.412	0.128	0.333	0	0	0.002	0.262	0.184	0.114	0.135	0.338	0.326	0.12	0.057	0.128	0.246	0.839
TCGA.DD.AADU.01A.11R.A41C.07	0	0.146	0.106	0.027	0.161	0.113	0.166	0.157	0.287	0.193	0.139	0.001	0	0.095	0.32	0.159	0.076	0.161	0.115	0.152	0.218	0.032	0.08	0.142	0.582
TCGA.DD.AADV.01A.11R.A39D.07	0.005	0.137	0.152	0	0.239	0.061	0.16	0.221	0.396	0.15	0.191	0.018	0	0.05	0.297	0.198	0.088	0.127	0.242	0.237	0.181	0.022	0.116	0.163	0.713
TCGA.DD.AADW.01A.11R.A39D.07	0.014	0.137	0.078	0	0.245	0.046	0.156	0.163	0.451	0.211	0.196	0.039	0	0.084	0.28	0.138	0.096	0.153	0.137	0.105	0.181	0.02	0.139	0.164	0.586
TCGA.DD.AADY.01A.11R.A41C.07	0	0.033	0.11	0	0.232	0.122	0.271	0.193	0.421	0.204	0.116	0.062	0	0.028	0.258	0.109	0.06	0.173	0.16	0.169	0.193	0	0.096	0.141	0.581
TCGA.DD.AAE0.01A.11R.A41C.07	0.048	0.132	0.116	0.062	0.16	0.112	0.136	0.264	0.455	0.1	0.079	0	0.006	0.097	0.252	0.157	0.107	0.102	0.135	0.37	0.164	0.021	0.113	0.193	0.707
TCGA.DD.AAE1.01A.11R.A41C.07	0.057	0.071	0.154	0.02	0.195	0.089	0.207	0.233	0.336	0.184	0.305	0.031	0	0.031	0.199	0.17	0.094	0.154	0.113	0.169	0.206	0.032	0.177	0.226	0.691
TCGA.DD.AAE2.01A.11R.A41C.07	0	0.098	0.163	0.088	0.223	0.096	0.171	0.303	0.398	0.147	0.263	0.115	0	0	0.274	0.175	0.073	0.111	0.229	0.237	0.138	0.049	0.118	0.226	0.689
TCGA.DD.AAE3.01A.11R.A41C.07	0	0.115	0.15	0.044	0.22	0.024	0.051	0.159	0.421	0.209	0.091	0	0.011	0.039	0.289	0.275	0.091	0.172	0.292	0.164	0.202	0	0.062	0.128	0.731
TCGA.DD.AAE4.01A.11R.A41C.07	0	0.055	0.235	0.09	0.2	0.091	0.129	0.294	0.382	0.102	0.343	0.053	0	0.06	0.28	0.213	0.072	0.108	0.304	0.321	0.108	0.085	0.107	0.289	0.802
TCGA.DD.AAE6.01A.11R.A41C.07	0.082	0.066	0	0	0.238	0.064	0.059	0	0.086	0.244	0	0.025	0	0.003	0.018	0.116	0.155	0.163	0.181	0.109	0.265	0.044	0.071	0.07	0.596
TCGA.DD.AAE7.01A.11R.A41C.07	0.043	0.017	0.172	0.022	0.187	0.048	0.144	0.213	0.349	0.164	0.326	0.108	0	0.081	0.333	0.163	0.078	0.153	0.249	0.27	0.156	0.058	0.137	0.21	0.746
TCGA.DD.AAE9.01A.11R.A41C.07	0	0.164	0.218	0	0.255	0.131	0.174	0.193	0.212	0.203	0.148	0	0	0.073	0.271	0.095	0.034	0.186	0.136	0.174	0.238	0	0.081	0.211	0.609
TCGA.DD.AAEA.01A.11R.A41C.07	0	0.08	0.178	0.073	0.206	0.101	0.181	0.293	0.418	0.133	0.29	0.065	0.022	0	0.23	0.185	0.1	0.119	0.185	0.259	0.152	0.084	0.111	0.233	0.708
TCGA.DD.AAEB.01A.11R.A41C.07	0.011	0.159	0.249	0.021	0.229	0.052	0.029	0.203	0.361	0.201	0.224	0.018	0	0.018	0.321	0.124	0.049	0.163	0.125	0.233	0.192	0.054	0.103	0.21	0.633
TCGA.DD.AAED.01A.12R.A41C.07	0.055	0.092	0.121	0	0.241	0.139	0.185	0.17	0.276	0.125	0.3	0	0.012	0	0.239	0.136	0.094	0.212	0.192	0.128	0.215	0.038	0.179	0.178	0.704
TCGA.DD.AAEE.01A.11R.A41C.07	0.019	0.141	0.103	0	0.176	0.125	0.13	0.131	0.312	0.242	0.143	0.042	0	0.038	0.339	0.134	0.115	0.139	0.151	0.089	0.197	0	0.143	0.154	0.592
TCGA.DD.AAEG.01A.11R.A39D.07	0.032	0.147	0.056	0	0.191	0.048	0.107	0.132	0.259	0.207	0.086	0.005	0	0.092	0.251	0.109	0.102	0.18	0.157	0.208	0.217	0	0.084	0.105	0.613
TCGA.DD.AAEH.01A.11R.A41C.07	0	0.071	0.235	0.076	0.207	0.061	0.21	0.293	0.359	0.117	0.366	0.116	0	0	0.296	0.148	0.051	0.1	0.219	0.304	0.099	0.065	0.145	0.294	0.717
TCGA.DD.AAEI.01A.11R.A41C.07	0	0.081	0.2	0	0.25	0.075	0.161	0.22	0.363	0.148	0.246	0.046	0	0.01	0.312	0.259	0.076	0.156	0.317	0.175	0.182	0.038	0.097	0.165	0.752
TCGA.DD.AAEK.01A.11R.A41C.07	0.035	0.1	0.137	0.056	0.21	0.088	0.281	0.272	0.312	0.158	0.339	0.148	0	0.05	0.273	0.197	0.109	0.098	0.186	0.224	0.122	0.004	0.154	0.21	0.686
TCGA.DD.AAVP.01A.11R.A41C.07	0	0.128	0.118	0.066	0.204	0.053	0.09	0.212	0.406	0.231	0.159	0.026	0.015	0.017	0.302	0.096	0.068	0.19	0.167	0.197	0.196	0.04	0.106	0.171	0.628
TCGA.DD.AAVQ.01A.11R.A41C.07	0.024	0.086	0.186	0.088	0.209	0.114	0.163	0.305	0.355	0.085	0.36	0.098	0	0.079	0.259	0.194	0.199	0.092	0.164	0.277	0.082	0.026	0.177	0.33	0.798
TCGA.DD.AAVR.01A.11R.A41C.07	0.018	0.079	0.146	0.032	0.211	0.047	0.127	0.177	0.361	0.148	0.372	0.107	0	0.093	0.365	0.228	0.12	0.151	0.296	0.293	0.107	0.033	0.158	0.194	0.816
TCGA.DD.AAVS.01A.11R.A41C.07	0.045	0.081	0.153	0.004	0.205	0.067	0.21	0.227	0.358	0.145	0.269	0.138	0	0.029	0.305	0.161	0.085	0.17	0.172	0.22	0.16	0.018	0.118	0.216	0.686
TCGA.DD.AAVU.01A.11R.A41C.07	0	0.06	0.072	0	0.113	0	0	0.125	0.47	0.259	0.079	0	0	0	0.213	0.222	0.131	0.189	0.277	0.203	0.231	0.03	0.035	0.104	0.734
TCGA.DD.AAVV.01A.11R.A41C.07	0.002	0.105	0.154	0.051	0.201	0.144	0.232	0.251	0.292	0.134	0.338	0.092	0	0.066	0.306	0.216	0.111	0.142	0.262	0.234	0.112	0.012	0.15	0.252	0.779
TCGA.DD.AAVW.01A.11R.A41C.07	0.071	0.135	0.081	0	0.226	0.069	0.244	0.19	0.328	0.139	0.318	0.126	0	0.029	0.376	0.231	0.075	0.127	0.17	0.222	0.122	0	0.213	0.204	0.72
TCGA.DD.AAVX.01A.11R.A41C.07	0.027	0.046	0.179	0.005	0.2	0.061	0.163	0.252	0.319	0.249	0.323	0.097	0	0	0.301	0.192	0.077	0.153	0.23	0.186	0.163	0.054	0.149	0.181	0.702
TCGA.DD.AAVY.01A.11R.A41C.07	0	0.118	0.161	0.053	0.269	0.037	0.129	0.119	0.096	0.201	0.065	0	0	0.001	0.275	0.144	0.071	0.181	0.218	0.091	0.275	0.042	0.051	0.098	0.595
TCGA.DD.AAVZ.01A.11R.A41C.07	0.035	0.072	0.063	0	0.144	0.078	0.208	0.197	0.281	0.191	0.262	0.093	0	0.072	0.282	0.168	0.097	0.162	0.189	0.089	0.19	0.03	0.159	0.181	0.651
TCGA.DD.AAW0.01A.11R.A41C.07	0.037	0.108	0.107	0	0.213	0.062	0.27	0.177	0.389	0.137	0.293	0.078	0	0.058	0.327	0.235	0.08	0.192	0.302	0.271	0.141	0	0.147	0.184	0.818
TCGA.DD.AAW1.01A.11R.A41C.07	0.026	0.093	0.173	0.011	0.232	0.093	0.116	0.147	0.201	0.261	0.126	0.05	0	0	0.208	0.193	0.065	0.183	0.179	0.058	0.266	0.024	0.086	0.12	0.606
TCGA.DD.AAW2.01A.11R.A41C.07	0.053	0.164	0.232	0	0.282	0.03	0.119	0.019	0.07	0.195	0.098	0.042	0	0.038	0.18	0.121	0.084	0.177	0.173	0.173	0.219	0.041	0.094	0.177	0.642
TCGA.DD.AAW3.01A.11R.A41C.07	0.006	0.113	0.141	0	0.206	0.08	0.169	0.157	0.315	0.192	0.177	0.04	0	0.042	0.283	0.141	0.044	0.211	0.146	0.126	0.226	0.022	0.076	0.153	0.592
TCGA.ED.A459.01A.11R.A266.07	0.013	0.135	0.069	0.056	0.234	0.049	0.063	0.151	0.234	0.23	0.068	0	0	0.056	0.322	0.187	0.19	0.186	0.3	0.018	0.201	0	0.062	0.087	0.649
TCGA.ED.A4XI.01A.11R.A266.07	0.042	0.08	0.163	0.043	0.208	0.045	0.172	0.237	0.342	0.145	0.342	0.046	0	0.057	0.295	0.177	0.071	0.202	0.327	0.284	0.165	0.028	0.153	0.176	0.82
TCGA.ED.A5KG.01A.11R.A27V.07	0.062	0.045	0.229	0.089	0.273	0.153	0.316	0.283	0.315	0.01	0.343	0.18	0	0	0.248	0.137	0.273	0	0.072	0.266	0	0.045	0.237	0.353	0.705
TCGA.ED.A627.01A.12R.A311.07	0.057	0.068	0.202	0.07	0.212	0.059	0.197	0.264	0.372	0.119	0.419	0.094	0	0.063	0.254	0.157	0.054	0.165	0.307	0.277	0.123	0.037	0.17	0.219	0.776
TCGA.ED.A66X.01A.11R.A311.07	0.052	0.133	0.117	0.025	0.248	0.072	0.224	0.17	0.277	0.14	0.219	0.032	0	0.089	0.26	0.273	0.104	0.226	0.298	0.196	0.155	0	0.156	0.18	0.837
TCGA.ED.A66Y.01A.11R.A311.07	0.019	0.136	0	0.051	0.175	0.082	0.12	0.069	0.242	0.204	0.108	0	0	0.021	0.224	0.1	0.163	0.201	0.052	0.069	0.232	0.015	0.104	0.159	0.57
TCGA.ED.A7PX.01A.51R.A352.07	0.055	0.146	0.125	0.044	0.228	0.091	0.098	0.148	0.342	0.177	0.092	0	0	0.1	0.24	0.22	0.093	0.194	0.262	0.151	0.173	0	0.088	0.175	0.715
TCGA.ED.A7PY.01A.11R.A33R.07	0	0.083	0.116	0.024	0.094	0.106	0.156	0.204	0.434	0.207	0.206	0	0.008	0	0.238	0.105	0.088	0.199	0.161	0.245	0.201	0.022	0.132	0.237	0.722
TCGA.ED.A7PZ.01A.11R.A33R.07	0.028	0.084	0.115	0	0.245	0.017	0.008	0.017	0.173	0.234	0.027	0.041	0	0.093	0.121	0.191	0.166	0.189	0.185	0.073	0.27	0	0.019	0.153	0.658
TCGA.ED.A7XO.01A.11R.A352.07	0.011	0.13	0.144	0.038	0.214	0.074	0.129	0.184	0.372	0.159	0.367	0.038	0	0.087	0.297	0.146	0.099	0.175	0.286	0.269	0.155	0.034	0.102	0.214	0.762
TCGA.ED.A7XP.01A.11R.A352.07	0.031	0.082	0.143	0.003	0.21	0.099	0.256	0.225	0.339	0.15	0.228	0.071	0.001	0.042	0.341	0.208	0.088	0.141	0.241	0.184	0.179	0.011	0.15	0.167	0.717
TCGA.ED.A82E.01A.11R.A352.07	0.085	0.187	0.034	0	0.191	0.127	0.183	0.169	0.284	0.236	0.085	0.016	0	0.052	0.252	0.169	0.077	0.09	0.176	0.112	0.193	0	0.128	0.12	0.562
TCGA.ED.A8O5.01A.11R.A36F.07	0.011	0.086	0.16	0.026	0.178	0.082	0.187	0.249	0.291	0.195	0.312	0.075	0	0	0.278	0.097	0.103	0.137	0.052	0.232	0.186	0.05	0.13	0.222	0.611
TCGA.ED.A8O6.01A.11R.A36F.07	0.025	0.064	0.142	0.043	0.23	0.12	0.202	0.193	0.283	0.202	0.237	0.032	0	0.061	0.229	0.204	0.081	0.159	0.151	0.186	0.189	0	0.144	0.244	0.716
TCGA.ED.A97K.01A.21R.A38B.07	0.089	0.048	0.109	0.029	0.209	0.148	0.238	0.146	0.368	0.131	0.278	0.064	0	0.015	0.321	0.202	0.075	0.213	0.281	0.167	0.163	0	0.193	0.13	0.75
TCGA.EP.A12J.01A.11R.A131.07	0	0.092	0.204	0	0.247	0.04	0.115	0.184	0.238	0.235	0.161	0.059	0	0.047	0.254	0.151	0.051	0.195	0.165	0.124	0.245	0.063	0.098	0.166	0.631
TCGA.EP.A12J.11A.11R.A131.07	0.051	0.076	0.185	0.026	0.188	0.058	0.189	0.196	0.403	0.167	0.302	0.096	0	0.075	0.293	0.168	0.049	0.187	0.298	0.27	0.162	0	0.12	0.186	0.759
TCGA.EP.A26S.01A.11R.A16W.07	0	0.068	0.196	0	0.234	0.061	0.163	0.218	0.302	0.257	0.148	0.004	0	0.068	0.232	0.218	0.017	0.199	0.197	0.197	0.218	0.048	0.118	0.152	0.694
TCGA.EP.A26S.11A.12R.A16W.07	0.048	0.026	0.208	0.054	0.129	0.048	0.172	0.205	0.373	0.188	0.288	0	0	0.114	0.264	0.157	0.016	0.204	0.322	0.305	0.225	0.057	0.104	0.17	0.793
TCGA.EP.A2KA.01A.11R.A180.07	0	0.133	0.178	0.082	0.193	0.132	0.266	0.256	0.294	0.101	0.363	0.073	0	0.016	0.28	0.184	0.111	0.102	0.159	0.206	0.134	0.058	0.168	0.268	0.702
TCGA.EP.A2KB.01A.11R.A180.07	0.002	0.077	0.087	0.08	0.192	0.114	0.21	0.225	0.399	0.165	0.228	0.034	0	0	0.197	0.184	0.062	0.145	0.175	0.174	0.203	0.018	0.11	0.205	0.664
TCGA.EP.A2KC.01A.11R.A213.07	0.006	0.132	0.098	0.009	0.199	0.139	0.172	0.177	0.285	0.227	0.217	0.037	0	0.068	0.298	0.174	0.047	0.141	0.201	0.111	0.231	0	0.114	0.19	0.638
TCGA.EP.A3JL.01A.11R.A213.07	0	0.091	0.198	0.084	0.214	0.033	0.16	0.301	0.366	0.114	0.295	0.077	0	0.072	0.307	0.194	0.078	0.187	0.319	0.313	0.12	0.061	0.124	0.207	0.813
TCGA.EP.A3RK.01A.11R.A22L.07	0	0.098	0.155	0.079	0.21	0.07	0.213	0.291	0.258	0.141	0.32	0.118	0	0.105	0.313	0.24	0.091	0.147	0.283	0.182	0.12	0.045	0.12	0.248	0.755
TCGA.EP.A3RK.11A.11R.A22L.07	0.069	0.103	0.071	0.073	0	0.082	0.181	0.21	0.346	0.204	0.281	0.005	0	0.012	0.304	0.125	0.051	0.198	0.271	0.231	0.184	0.021	0.07	0.183	0.692
TCGA.ES.A2HS.01A.11R.A180.07	0	0.14	0.141	0.005	0.058	0	0	0.156	0.427	0.21	0.129	0	0	0.057	0.289	0.123	0.103	0.218	0.248	0.208	0.205	0	0.061	0.141	0.689
TCGA.ES.A2HT.01A.12R.A180.07	0	0.057	0.139	0.045	0.219	0.086	0.151	0.273	0.36	0.158	0.266	0	0.004	0.129	0.34	0.174	0.045	0.204	0.291	0.3	0.158	0	0.11	0.175	0.769
TCGA.ES.A2HT.11A.11R.A180.07	0.066	0.083	0.174	0.067	0.203	0.036	0.209	0.269	0.39	0.103	0.339	0.09	0	0.06	0.295	0.19	0.067	0.15	0.31	0.271	0.121	0.022	0.137	0.176	0.749
TCGA.FV.A23B.01A.11R.A16W.07	0	0.094	0.163	0.035	0.215	0.103	0.231	0.25	0.416	0.164	0.301	0.121	0	0	0.229	0.211	0.101	0.123	0.165	0.18	0.158	0.021	0.169	0.169	0.673
TCGA.FV.A23B.11A.11R.A16W.07	0.088	0.066	0.177	0.052	0.224	0.033	0.178	0.247	0.362	0.142	0.403	0.118	0	0.045	0.299	0.174	0.045	0.155	0.287	0.273	0.118	0.029	0.183	0.206	0.76
TCGA.FV.A2QQ.01A.11R.A22L.07	0.004	0.091	0.173	0.024	0.224	0.056	0.173	0.233	0.398	0.143	0.272	0.076	0	0.073	0.301	0.188	0.065	0.162	0.239	0.29	0.173	0.02	0.144	0.207	0.774
TCGA.FV.A2QR.01A.11R.A213.07	0.023	0.136	0.172	0.041	0.224	0.026	0.078	0.164	0.352	0.214	0	0	0	0.061	0.253	0.211	0.05	0.228	0.236	0.194	0.218	0.023	0.083	0.116	0.704
TCGA.FV.A2QR.11A.11R.A213.07	0.055	0.108	0.189	0.07	0.204	0.04	0.177	0.246	0.378	0.139	0.405	0.057	0	0.061	0.251	0.217	0.048	0.148	0.348	0.272	0.133	0.056	0.143	0.175	0.782
TCGA.FV.A3I0.01A.11R.A22L.07	0.039	0.148	0.075	0.053	0.117	0.123	0.117	0.091	0.375	0.171	0.136	0.026	0	0.043	0.281	0.186	0.061	0.15	0.212	0.15	0.195	0.004	0.099	0.158	0.639
TCGA.FV.A3I0.11A.11R.A22L.07	0	0.09	0.016	0.048	0.022	0.081	0.182	0.08	0.441	0.263	0.128	0.003	0	0	0.247	0.158	0.02	0.267	0.307	0.215	0.302	0	0.052	0.1	0.75
TCGA.FV.A3I1.01A.11R.A22L.07	0	0.133	0.107	0.017	0.25	0.134	0.298	0.208	0.357	0.159	0.248	0.089	0	0.022	0.246	0.213	0.116	0.188	0.257	0.169	0.161	0	0.156	0.161	0.749
TCGA.FV.A3I1.11A.11R.A22L.07	0.097	0.049	0.111	0.046	0.168	0.064	0.189	0.194	0.335	0.194	0.329	0.073	0	0.027	0.282	0.142	0.082	0.189	0.292	0.255	0.189	0.017	0.148	0.169	0.773
TCGA.FV.A3R2.01A.11R.A22L.07	0.014	0.085	0.122	0	0.223	0.106	0.187	0.18	0.325	0.171	0.207	0.061	0.014	0.012	0.259	0.19	0.077	0.126	0.222	0.088	0.222	0.029	0.129	0.159	0.641
TCGA.FV.A3R2.11A.11R.A22L.07	0.043	0.088	0.178	0.064	0.171	0.024	0.148	0.264	0.38	0.153	0.356	0.023	0	0.043	0.279	0.203	0.039	0.174	0.377	0.297	0.149	0.076	0.135	0.194	0.827
TCGA.FV.A3R3.01A.11R.A22L.07	0.096	0.112	0.13	0.003	0.206	0.017	0.106	0.181	0.364	0.123	0.294	0.096	0	0.059	0.347	0.221	0.098	0.175	0.236	0.232	0.164	0.021	0.148	0.169	0.762
TCGA.FV.A495.01A.11R.A266.07	0	0.106	0.172	0.05	0.208	0.05	0.108	0.178	0.407	0.126	0.346	0	0	0.088	0.301	0.193	0.114	0.171	0.307	0.327	0.112	0.065	0.133	0.263	0.854
TCGA.FV.A496.01A.11R.A266.07	0.076	0.131	0.013	0	0.236	0.052	0.087	0.009	0.282	0.233	0	0	0	0	0.218	0.112	0.125	0.147	0.131	0.083	0.245	0	0.114	0.126	0.572
TCGA.FV.A4ZP.01A.12R.A266.07	0	0	0.24	0.159	0.252	0.028	0.093	0.328	0.239	0.029	0.123	0	0	0.123	0.304	0.226	0.131	0.209	0.304	0.165	0.194	0.033	0.035	0.236	0.791
TCGA.FV.A4ZQ.01A.11R.A266.07	0	0.034	0.228	0.133	0.238	0.161	0.234	0.337	0.214	0.065	0.308	0.107	0	0.094	0.186	0.15	0.134	0.129	0.226	0.152	0.144	0.079	0.095	0.281	0.69
TCGA.G3.A25S.01A.11R.A16W.07	0	0.08	0.095	0.063	0.233	0.112	0.175	0.174	0.311	0.178	0.222	0	0.037	0.022	0.284	0.262	0.091	0.203	0.29	0.139	0.194	0	0.045	0.236	0.77
TCGA.G3.A25T.01A.11R.A16W.07	0.067	0.18	0.153	0.013	0.034	0.019	0.062	0.196	0.469	0.178	0.195	0.01	0	0.074	0.272	0.219	0.065	0.149	0.247	0.252	0.164	0.006	0.104	0.188	0.732
TCGA.G3.A25U.01A.11R.A16W.07	0.005	0.125	0.122	0	0.232	0.064	0.112	0.178	0.315	0.241	0.109	0.025	0	0	0.245	0.146	0.081	0.159	0.216	0.127	0.239	0.044	0.065	0.134	0.615
TCGA.G3.A25V.01A.11R.A16W.07	0.054	0.106	0.138	0	0.213	0.065	0.196	0.214	0.339	0.166	0.352	0.064	0	0.068	0.335	0.209	0.042	0.181	0.325	0.238	0.152	0	0.158	0.192	0.789
TCGA.G3.A25X.01A.11R.A16W.07	0	0.039	0.251	0.097	0.214	0.14	0.166	0.251	0.393	0.122	0.255	0	0	0.095	0.295	0.244	0.095	0.125	0.296	0.309	0.103	0.053	0.074	0.264	0.796
TCGA.G3.A25Y.01A.11R.A16W.07	0.019	0.09	0.103	0	0.222	0.103	0.218	0.194	0.422	0.191	0.286	0.083	0	0.05	0.281	0.183	0.105	0.145	0.236	0.264	0.139	0.012	0.167	0.19	0.753
TCGA.G3.A25Z.01A.11R.A16W.07	0.003	0.05	0.081	0.023	0.231	0.095	0.123	0.2	0.41	0.276	0.094	0.041	0	0.04	0.288	0.228	0.071	0.186	0.292	0.168	0.192	0.002	0.085	0.144	0.72
TCGA.G3.A3CG.01A.11R.A213.07	0.024	0.099	0.135	0	0.214	0.106	0.201	0.2	0.404	0.214	0.247	0.048	0.003	0.029	0.227	0.145	0.051	0.181	0.183	0.175	0.192	0.024	0.123	0.202	0.661
TCGA.G3.A3CH.01A.11R.A22L.07	0.022	0.08	0.168	0.029	0.214	0.057	0.164	0.179	0.417	0.139	0.293	0.068	0	0.034	0.313	0.182	0.112	0.153	0.244	0.286	0.152	0.033	0.137	0.18	0.763
TCGA.G3.A3CH.11A.11R.A22L.07	0.073	0	0.173	0.055	0.178	0.067	0.19	0.243	0.395	0.13	0.34	0.122	0	0.01	0.355	0.146	0.072	0.194	0.334	0.282	0.135	0.049	0.12	0.229	0.797
TCGA.G3.A3CI.01A.11R.A213.07	0.045	0.084	0.257	0.047	0.215	0.036	0.113	0.177	0.414	0.222	0.3	0.04	0	0.005	0.283	0.117	0.082	0.184	0.284	0.256	0.206	0.02	0.157	0.185	0.775
TCGA.G3.A3CJ.01A.11R.A213.07	0.022	0.074	0.15	0.024	0.262	0	0.014	0.088	0.326	0.319	0.043	0.006	0	0.084	0.275	0.165	0.056	0.169	0.213	0.169	0.23	0.025	0.086	0.171	0.665
TCGA.G3.A3CK.01A.11R.A213.07	0.017	0.092	0.163	0.07	0.207	0.139	0.307	0.286	0.242	0.223	0.212	0.074	0	0.005	0.193	0.119	0.042	0.16	0.232	0.138	0.183	0.06	0.085	0.196	0.609
TCGA.G3.A5SI.01A.31R.A27V.07	0.004	0.157	0	0.025	0.308	0.05	0.047	0.148	0.189	0.221	0	0	0	0	0.202	0.189	0.096	0.218	0.242	0.133	0.241	0	0.067	0.029	0.641
TCGA.G3.A5SJ.01A.11R.A27V.07	0.016	0.104	0.169	0.04	0.225	0.103	0.239	0.258	0.343	0.119	0.336	0.163	0	0	0.268	0.219	0.125	0.114	0.174	0.231	0.12	0.042	0.144	0.24	0.722
TCGA.G3.A5SK.01A.11R.A27V.07	0.034	0.071	0.164	0.039	0.177	0.085	0.182	0.214	0.32	0.161	0.346	0.083	0	0	0.361	0.158	0.017	0.174	0.305	0.244	0.168	0.047	0.106	0.203	0.724
TCGA.G3.A5SL.01A.11R.A27V.07	0.024	0.121	0.126	0	0.2	0.059	0.122	0.193	0.417	0.193	0.2	0.107	0	0.038	0.248	0.146	0.03	0.192	0.169	0.131	0.218	0	0.116	0.122	0.593
TCGA.G3.A5SM.01A.12R.A28V.07	0.018	0.118	0.117	0.049	0.223	0.066	0.218	0.237	0.426	0.158	0.198	0.046	0	0.093	0.273	0.198	0.099	0.169	0.279	0.255	0.144	0	0.133	0.163	0.759
TCGA.G3.A6UC.01A.21R.A33J.07	0.001	0.108	0.176	0	0.272	0.076	0.136	0.083	0.29	0.206	0.113	0.011	0	0.003	0.203	0.169	0.069	0.19	0.197	0.142	0.237	0.045	0.094	0.161	0.663
TCGA.G3.A7M5.01A.11R.A33R.07	0	0.081	0.168	0.059	0.132	0.083	0.112	0.203	0.404	0.199	0.301	0	0.003	0.025	0.304	0.116	0.016	0.162	0.194	0.212	0.213	0.05	0.089	0.24	0.654
TCGA.G3.A7M6.01A.11R.A33R.07	0.086	0.093	0.089	0	0.16	0.07	0.145	0.213	0.409	0.123	0.297	0.074	0	0.192	0.282	0.098	0.126	0.131	0.127	0.218	0.167	0	0.167	0.216	0.658
TCGA.G3.A7M7.01A.12R.A352.07	0	0.122	0.123	0.002	0.152	0.083	0.134	0.235	0.429	0.176	0.16	0	0	0.039	0.33	0.133	0.076	0.215	0.198	0.265	0.213	0	0.106	0.117	0.697
