sig,ensembl_id,gene_name,gene_id,rho,pval
down,ENSG00000112214,FHL5,9457,0.4767742884333111,1.5904377866275727e-17
down,ENSG00000112232,KHDRBS2,202559,0.4947026930072974,6.163702659154124e-19
down,ENSG00000112303,VNN2,8875,0.6603673355103841,5.96776297549645e-37
down,ENSG00000112619,PRPH2,5961,0.5706463300789767,6.179412559789772e-26
down,ENSG00000112799,LY86,9450,0.8185619713821379,7.327989404280756e-70
down,ENSG00000112936,C7,730,0.3879757717546486,1.2291515384773317e-11
down,ENSG00000113196,HAND1,9421,0.3146517040474443,6.045832698027835e-08
down,ENSG00000113205,PCDHB3,56132,0.4899021663881277,1.4996482505736134e-18
down,ENSG00000113296,THBS4,7060,0.4806494969745956,8.004969379941635e-18
down,ENSG00000113327,GABRG2,2566,0.3282163561152252,1.4745671331337332e-08
down,ENSG00000113389,NPR3,4883,0.4380279658018573,9.631106272659468e-15
down,ENSG00000113532,ST8SIA4,7903,0.7834375568553442,3.3578180854927535e-60
down,ENSG00000113580,NR3C1,2908,0.6620736426915337,3.3820861692181836e-37
down,ENSG00000113594,LIFR,3977,0.44946368158439476,1.5810582798705716e-15
down,ENSG00000114166,KAT2B,8850,0.31778045956037704,4.3933107140634764e-08
down,ENSG00000114200,BCHE,590,0.4516152861142736,1.1168206092116625e-15
down,ENSG00000114698,PLSCR4,57088,0.4106238447276308,5.598600555357402e-13
down,ENSG00000114948,ADAM23,8745,0.5548811938036482,2.473277081146648e-24
down,ENSG00000115252,PDE1A,5136,0.5871587943229604,1.0415907179613586e-27
down,ENSG00000115295,CLIP4,79745,0.7648575638147973,8.619990843270812e-56
down,ENSG00000115353,TACR1,6869,0.46603708549884665,1.0189789042447376e-16
down,ENSG00000115380,EFEMP1,2202,0.656435284989009,2.1779535903996306e-36
down,ENSG00000115468,EFHD1,80303,0.4237404590642728,8.385036992650235e-14
down,ENSG00000115602,IL1RL1,9173,0.49095498607088894,1.235437925527884e-18
down,ENSG00000115705,TPO,7173,0.3880163252671236,1.2226254585573211e-11
down,ENSG00000116147,TNR,7143,0.4450880748429015,3.181927808534011e-15
down,ENSG00000116183,PAPPA2,60676,0.37547485760321386,6.128394191400852e-11
down,ENSG00000116741,RGS2,5997,0.5682660394196113,1.0924414185525956e-25
down,ENSG00000116748,AMPD1,270,0.487887429644838,2.1689653695188465e-18
down,ENSG00000116983,HPCAL4,51440,0.38945063568995086,1.0123202355639918e-11
down,ENSG00000117091,CD48,962,0.8188006029206747,6.198733347582018e-70
down,ENSG00000117215,PLA2G2D,26279,0.7329284026034566,4.291754487503612e-49
down,ENSG00000117322,CR2,1380,0.3536029304686122,8.679283891151346e-10
down,ENSG00000117971,CHRNB4,1143,0.30758726625418376,1.226661632924613e-07
down,ENSG00000118308,LRMP,4033,0.5766176193791742,1.4496580781096243e-26
down,ENSG00000118402,ELOVL4,6785,0.5420445982537192,4.3304304717023885e-23
down,ENSG00000118432,CNR1,1268,0.43366814719239044,1.8843880183357844e-14
down,ENSG00000118515,SGK1,6446,0.5570975071379599,1.4898395240527643e-24
down,ENSG00000118526,TCF21,6943,0.4221082822073887,1.0667808874737795e-13
down,ENSG00000118596,SLC16A7,9194,0.5280137972326725,8.627653722425982e-22
down,ENSG00000118729,CASQ2,845,0.39708172169426814,3.651305337132518e-12
down,ENSG00000118777,ABCG2,9429,0.31829518071649593,4.167034138416381e-08
down,ENSG00000118849,RARRES1,5918,0.40760205172152975,8.570458793178717e-13
down,ENSG00000119138,KLF9,687,0.3554564765206338,6.986779863025497e-10
down,ENSG00000119686,FLVCR2,55640,0.6089937110713622,3.2458732762775564e-30
down,ENSG00000119938,PPP1R3C,5507,0.5251661973913648,1.557030694677626e-21
down,ENSG00000119946,CNNM1,26507,0.33969597126354,4.2275866499422575e-09
down,ENSG00000120129,DUSP1,1843,0.37729767993964464,4.869051436637551e-11
down,ENSG00000120156,TEK,7010,0.6230459915503233,6.206384007773218e-32
